asset_id	discovered_path	sha256	bytes	selected_project_copy	duplicate_group	notes
lit_zimmerly2001	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/papers_Phylogeny/Zimmerly Hausner Wu 2001 NAR - Phylogenetic relationships among group II intron ORFs (defines RT subdomain 0).pdf	67469b685b30b57b60a24e6974e7f3834649b084233236658ac4f8356835689f	1582310	YES	lit_zimmerly2001#g1	1 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_original_headers	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/Mestre_supplementary_material.csv	536c5d0ca537fcfde969b90385d52dee4fdb424b8940593a7710c466df1ff322	305547	NO	mestre_supp_original_headers#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_original_headers	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/Mestre_supplementary_material.csv	536c5d0ca537fcfde969b90385d52dee4fdb424b8940593a7710c466df1ff322	305547	NO	mestre_supp_original_headers#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_original_headers	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/mestre_2020/Mestre_supplementary_material.csv	536c5d0ca537fcfde969b90385d52dee4fdb424b8940593a7710c466df1ff322	305547	YES	mestre_supp_original_headers#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_original_headers	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/stage1_mestre_replication_and_insights/discarded_bundle_assembly1/inputs/Mestre_supplementary_material.csv	536c5d0ca537fcfde969b90385d52dee4fdb424b8940593a7710c466df1ff322	305547	NO	mestre_supp_original_headers#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_original_headers	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/stage1_mestre_replication_and_insights/inputs/Mestre_supplementary_material.csv	536c5d0ca537fcfde969b90385d52dee4fdb424b8940593a7710c466df1ff322	305547	NO	mestre_supp_original_headers#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_original_headers	/home/borg/RESEARCH-retron-db/results/stage1_mestre_replication_and_insights/inputs/Mestre_supplementary_material.csv	536c5d0ca537fcfde969b90385d52dee4fdb424b8940593a7710c466df1ff322	305547	NO	mestre_supp_original_headers#g1	6 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	NO	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	NO	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/mestre_2020/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	YES	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	NO	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	NO	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/stage1_mestre_replication_and_insights/discarded_bundle_assembly1/inputs/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	NO	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/stage1_mestre_replication_and_insights/inputs/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	NO	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RESEARCH-retron-db/results/stage1_mestre_replication_and_insights/inputs/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	NO	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	NO	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_a	/home/borg/RETRONS_january_2026/the-retron-project/REPEATE_positive_dataset/supp_material_systematic_prediction_paper.csv	6a904dc211bf16d8c1bcf7eb32db743d3f674002f0bfb3a31c6555eb9a2a8daf	305542	NO	mestre_supp_sanitised_a#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	NO	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	NO	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/mestre_2020/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	YES	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RESEARCH-in-sleep-RETRON-DB_V2/MELISSA_DATA/supporting_material/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	NO	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	NO	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	NO	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/stage1_mestre_replication_and_insights/discarded_bundle_assembly1/inputs/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	NO	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/stage1_mestre_replication_and_insights/inputs/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	NO	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RESEARCH-retron-db/results/stage1_mestre_replication_and_insights/inputs/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	NO	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_supp_sanitised_b	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/IBEX_TESTS/Supp_material_T1_R1_systematic_prediction.csv	42f05d167b434a16e1faf3bdf49076ce7c454f4745c89c4598f1b2f9db89648f	305541	NO	mestre_supp_sanitised_b#g1	10 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_tree_nwk	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/Supplementary_mestre_Tree.nwk	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	NO	mestre_tree_nwk#g1	9 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_tree_nwk	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/Supplementary_mestre_Tree.nwk	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	NO	mestre_tree_nwk#g1	9 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_tree_nwk	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/mestre_2020/Supplementary_mestre_Tree.nwk	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	YES	mestre_tree_nwk#g1	9 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_tree_nwk	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/Supplementary_mestre_Tree.nwk	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	NO	mestre_tree_nwk#g1	9 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_tree_nwk	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/Supplementary_mestre_Tree.nwk	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	NO	mestre_tree_nwk#g1	9 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_tree_nwk	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/stage1_mestre_replication_and_insights/discarded_bundle_assembly1/inputs/Supplementary_mestre_Tree.nwk	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	NO	mestre_tree_nwk#g1	9 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_tree_nwk	/home/borg/RESEARCH-retron-db/ARIS_OUTPUT/stage1_mestre_replication_and_insights/inputs/Supplementary_mestre_Tree.nwk	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	NO	mestre_tree_nwk#g1	9 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_tree_nwk	/home/borg/RESEARCH-retron-db/results/stage1_mestre_replication_and_insights/inputs/Supplementary_mestre_Tree.nwk	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	NO	mestre_tree_nwk#g1	9 local copy(ies); 1 distinct-content group(s); ALL byte-identical
mestre_tree_nwk	/home/borg/RETRONS_january_2026/the-retron-project/PHYLOGENETIC_TREE/Supplementary_mestre_Tree.nwk	7a9a11296dafa3fff7137bfe51cdd1f1365aa53dc87457400b105e2f7d0134ce	122043	NO	mestre_tree_nwk#g1	9 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_buildrvt_sh	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/buildRVT.sh	2436e8cf4c71588375f65de397a261bcc0c151ffdaae9d3d2eed7ef9b192341b	2597	YES	myrt_buildrvt_sh#g1	2 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_buildrvt_sh	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/buildRVT.sh	2436e8cf4c71588375f65de397a261bcc0c151ffdaae9d3d2eed7ef9b192341b	2597	NO	myrt_buildrvt_sh#g1	2 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_contents	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/CONTENTS.json	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	NO	myrt_refpkg_contents#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_contents	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/CONTENTS.json	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	NO	myrt_refpkg_contents#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_contents	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/CONTENTS.json	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	YES	myrt_refpkg_contents#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_contents	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/myrt_ref/CONTENTS.json	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	NO	myrt_refpkg_contents#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_contents	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/CONTENTS.json	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	NO	myrt_refpkg_contents#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_contents	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/CONTENTS.json	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	NO	myrt_refpkg_contents#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_contents	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/myRT-FastTree2.refpkg/CONTENTS.json	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	NO	myrt_refpkg_contents#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_mapping	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/Mapping	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	NO	myrt_refpkg_mapping#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_mapping	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/Mapping	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	NO	myrt_refpkg_mapping#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_mapping	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/Mapping	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	YES	myrt_refpkg_mapping#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_mapping	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/myrt_ref/Mapping	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	NO	myrt_refpkg_mapping#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_mapping	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/Mapping	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	NO	myrt_refpkg_mapping#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_mapping	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/Mapping	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	NO	myrt_refpkg_mapping#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_mapping	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/myRT-FastTree2.refpkg/Mapping	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	NO	myrt_refpkg_mapping#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_phylomodel	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	NO	myrt_refpkg_phylomodel#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_phylomodel	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	NO	myrt_refpkg_phylomodel#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_phylomodel	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	YES	myrt_refpkg_phylomodel#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_phylomodel	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/myrt_ref/phylo_modeldyadg_ia.json	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	NO	myrt_refpkg_phylomodel#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_phylomodel	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	NO	myrt_refpkg_phylomodel#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_phylomodel	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	NO	myrt_refpkg_phylomodel#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_refpkg_phylomodel	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	NO	myrt_refpkg_phylomodel#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_fst	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.fst	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	NO	myrt_rvt_ref_fst#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_fst	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/MELISSA_DATA/supplementary_material/myRT-FastTree2.refpkg/RVT-ref.fst	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	NO	myrt_rvt_ref_fst#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_fst	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.fst	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	YES	myrt_rvt_ref_fst#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_fst	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/ARIS_OUTPUT/_archive/stage3_phylogenetic_paper/cache/myrt_ref/RVT-ref.fst	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	NO	myrt_rvt_ref_fst#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_fst	/home/borg/RESEARCH-in-sleep-RETRON-DB_V3/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.fst	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	NO	myrt_rvt_ref_fst#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_fst	/home/borg/RESEARCH-in-sleep-RETRON-DB_V4/MELISSA_DATA/supporting_material/myRT-FastTree2.refpkg/RVT-ref.fst	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	NO	myrt_rvt_ref_fst#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
myrt_rvt_ref_fst	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/myRT-FastTree2.refpkg/RVT-ref.fst	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	NO	myrt_rvt_ref_fst#g1	7 local copy(ies); 1 distinct-content group(s); ALL byte-identical
