id	panel	extraction	status	template	template_identity	best_label	best_label_lwr	pendant	edpl
TORO_NR_18	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_19	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_20	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_21	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_22	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_23	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_24	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_25	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_27	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_28	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_29	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_30	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_31	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_32	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_33	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_34	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_35	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_36	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_37	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_38	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_39	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_40	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_41	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_42	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_43	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_44	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:NO_HIT	NOT_PLACED_NO_EXTRACT						
TORO_NR_45	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_46	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_47	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:NO_HIT	NOT_PLACED_NO_EXTRACT						
TORO_NR_49	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_50	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_51	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_52	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_53	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_54	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_56	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_57	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_58	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_59	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_60	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_61	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_62	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_64	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_65	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_66	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_68	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_69	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_70	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_71	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_72	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_73	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_74	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_75	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_76	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_77	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_78	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_79	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_80	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_81	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_82	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_83	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_84	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_85	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_88	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_89	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_90	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_91	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:NO_HIT	NOT_PLACED_NO_EXTRACT						
TORO_NR_92	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:NO_HIT	NOT_PLACED_NO_EXTRACT						
TORO_NR_93	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_94	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_95	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_96	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_97	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:NO_HIT	NOT_PLACED_NO_EXTRACT						
TORO_NR_98	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:NO_HIT	NOT_PLACED_NO_EXTRACT						
TORO_NR_99	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_100	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_101	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_102	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_103	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:NO_HIT	NOT_PLACED_NO_EXTRACT						
TORO_NR_104	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_105	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_106	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_107	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_108	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_109	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_110	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_111	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_112	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_113	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_114	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_115	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_116	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_118	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_119	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_120	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_121	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_122	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_123	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_124	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_125	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_126	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_127	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_128	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_129	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_130	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_131	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_132	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_133	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_134	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_135	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_136	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:NO_HIT	NOT_PLACED_NO_EXTRACT						
TORO_NR_137	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_138	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_139	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_140	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_141	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_142	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_143	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_144	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_145	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_146	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_147	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:NO_HIT	NOT_PLACED_NO_EXTRACT						
TORO_NR_148	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_149	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_150	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_151	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_152	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_153	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_154	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_155	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_156	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_157	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_158	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_159	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_160	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_161	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_162	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_163	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_164	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_165	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_166	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_167	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
TORO_NR_168	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_TEMPLATE_COVERAGE	NOT_PLACED_NO_EXTRACT						
TORO_NR_169	NONRETRON_TORO	UNABLE_TO_EXTRACT_HISTORICAL_CORE_RELIABLY:LOW_IDENTITY	NOT_PLACED_NO_EXTRACT						
