artifact	script	command	unit	denominator
tables/t02_exact_rt_database_upset.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	exact RT sequences	all 501,561 exact RT sequences
tables/t02_ladder_by_database.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	records / loci / physical loci / exact RTs	distinct RT-anchored records of that source database
tables/t02_twin_effect_by_database_set.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	loci	loci whose records carry that set of source databases
tables/t03_recurrence_ccdf.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	exact RT sequences	exact RT sequences of that family bucket
tables/t03_recurrence_concentration.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	physical loci	physical loci of that family bucket
tables/t04_family_share_by_unit.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	records / loci / physical loci / exact RTs	all RT-anchored units of that level (MULTI included as its own row)
tables/t05_database_family_composition.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	exact RT sequences (distinct within a database)	exact RT sequences seen in that source database
tables/t06_family_ranked.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	exact RTs (bar) with loci/records beside	all RT-anchored units of that level
tables/t07_rt_length_histogram.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	exact RT sequences	exact RTs of that family and completeness class, binned at 10 aa (bin_start_aa 1210 = 1,205 aa and above)
tables/t07_rt_length_quantiles.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	exact RT sequences	exact RTs of that family and completeness class (V-RT-SINGLE; MULTI is its own family row)
tables/t08_rt_length_ecdf.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
tables/t08_rt_length_shape.tsv	scripts/a01_units_families.py	see run.sh: a01_units_families.py	exact RT sequences	exact RTs of that family (V-RT-SINGLE; MULTI separate)
tables/t09_ncrna_length_by_model.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	exact ncRNA sequences	exact ncRNA sequences called by that covariance model
tables/t09_ncrna_length_histogram.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	exact ncRNA sequences	exact ncRNA sequences of that model, binned at 5 nt
tables/t10_model_composition_by_unit.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	placements / physical loci / exact ncRNAs / exact RTs	all CANONICAL placements counted at that unit
tables/t11_structure_annotation_by_model.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	exact ncRNA sequences	exact ncRNA sequences called by that model
tables/t11_subtype_by_model.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	physical loci	Retron physical loci carrying that tool's subtype label
tables/t12_configuration_classes.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	placements (loci/pairs beside)	all CANONICAL placements (344,154); a physical locus with two placements of different classes is counted in both locus columns
tables/t12_configuration_flags.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	placements	all CANONICAL placements (344,154); the flags are not exclusive
tables/t13_signed_distance_wide.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	the unit named in view_unit	units with a defined signed distance, asymmetric bins over -10..+10 kb
tables/t13_signed_distance_zoom.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	the unit named in view_unit	units with a defined signed distance (CANONICAL placements; their median per physical locus; the landed median per exact pair), 5-bp bins over -300..300 bp
tables/t14_abs_distance_ecdf.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	the unit named in view_unit	units with a defined signed distance
tables/t14_gap_mode_composition.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	placements	CANONICAL upstream placements with a 900-1,100 bp gap (the second upstream mode)
tables/t14_upstream_gap_by_unit.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	the unit named in series	CANONICAL upstream placements, counted at that unit
tables/t15_cds_between_by_unit.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	the unit named in view_unit	CANONICAL placements (or physical loci, taking the minimum CDS count of the locus's placements)
tables/t15_strand_and_overlap.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	placements	CANONICAL placements of that direction
tables/t16_distance_histogram_by_model.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	physical loci	CANONICAL physical loci of that model (models with >=200 loci), asymmetric bins over -10..+10 kb
tables/t16_geometry_by_model.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	physical loci	CANONICAL physical loci carrying a call by that covariance model
tables/t17_calls_per_locus.tsv	scripts/a02_geometry.py	see run.sh: a02_geometry.py	physical loci	physical loci carrying at least one CANONICAL placement
tables/t18_combo_disagreement.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	physical loci	Retron physical loci (563,701)
tables/t18_tool_combination_carriage.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	the unit named in view_unit (Retron family label)	units of that tool combination; carriage = >=1 CANONICAL ncRNA placement (record unit: >=1 ncRNA call in the record). Exact RTs are NOT exclusive between combinations: one protein can occur at loci called by different tools
tables/t20_combo_by_padloc_subtype.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	physical loci	Retron physical loci of that (tool combination, PADLOC subtype); rates on fewer than 30 loci are flagged masked_small_n
tables/t21_carriage_by_subtype.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	physical loci	Retron physical loci carrying that tool's subtype label; a locus whose records carry two labels of one tool is counted under each label
tables/t22_cm_meta.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	covariance models	n/a - describes the detector's CM library, not the corpus
tables/t22_padloc_rules.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	PADLOC system rules	n/a - describes the detector's own rule files, not the corpus
tables/t23_zero_call_by_database.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	physical loci	Retron physical loci whose records carry that set of source databases; the 0/1/2/>2 classes count DISTINCT exact ncRNA sequences at the locus, not placements (a locus deposited in two databases carries the same call twice; n_loci_with_2plus_placements counts those)
tables/t23_zero_call_by_family.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	loci	loci carrying that family label set; a call is a CANONICAL placement. Outside Retron this measures detector scope, never biological absence
tables/t24_carriage_by_upstream_context.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	physical loci	geometry-eligible Retron physical loci in that bin of upstream window context (bp between the RT gene and the upstream window edge, transcription-relative; upstream_side_clipped is the contig-clipping flag of that same side)
tables/t25_carriage_by_rt_length.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	exact RT sequences	Retron-labelled V-RT-SINGLE exact RTs of that length bin and completeness class that occur at >=1 physical locus
tables/t26_tool_mix_by_database.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	physical loci	Retron physical loci of that source-database set and tool combination
tables/t27_old_report_reconciliation.tsv	scripts/a03_tools_zero_call.py	see run.sh: a03_tools_zero_call.py	as named in canonical_unit	n/a - a comparison of the old report's published values with canonical Stage-1 re-derivations; the old numbers are quoted, never reused
tables/t28_degree_distribution.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	exact sequences	exact RT (or exact ncRNA) sequences present in the exact-pair view
tables/t28_topology_components.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	connected components of the exact RT-ncRNA bipartite graph	the 14,918 components over 30,924 exact pairs (carried from the landed g3 table, re-emitted unchanged)
tables/t29_recurrence_ccdf.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	exact pairs	exact pairs of that recurrence class
tables/t29_recurrence_classes.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	exact pairs (placements beside)	the 30,924 distinct (exact RT, exact ncRNA) pairs
tables/t30_dominant_partner_histogram.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	exact RT sequences	exact RTs carrying CANONICAL placements at >=2 physical loci (n = 9,239)
tables/t30_partner_consistency.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	exact RT sequences	exact RTs carrying CANONICAL placements at >=2 physical loci, binned by how many loci they occur at
tables/t30_partner_sequence_vs_family.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	exact RT sequences	exact RTs paired with more than one exact ncRNA sequence in the CANONICAL view
tables/t31_candidate_exact_rts.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	exact RT sequences	exact RTs carrying at least one of the 266 candidate placements
tables/t31_candidate_placements.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	placements	each of the 266 candidate placements, one per row
tables/t31_candidates_family_model.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	placements	the 266 retained retron-CM placements beside non-Retron-labelled RTs (geometry-eligible)
tables/t31_candidates_vs_retron.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	placements	placements of the population named in the row; the 'Retron envelope' is declared as upstream, same strand, 0 intervening CDS and a gap of 0-1100 bp
tables/t32_margin_by_length.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	MULTI exact RT sequences	V-RT-MULTI exact RTs of that RT length bin
tables/t32_margin_comparison.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	exact RT sequences	MULTI exact RTs vs the landed seeded control of 2,000 single-family exact RTs (carried from g4, re-emitted unchanged)
tables/t32_margin_ecdf.tsv	scripts/a04_pairs_candidates_multi.py	see run.sh: a04_pairs_candidates_multi.py	MULTI exact RT sequences	the 7,593 V-RT-MULTI exact RTs; the landed control (single-family sample) median is in t32_margin_comparison
