gid	member_id	rt_class	locus_key	rt_seq_hash	rt90	source_file	byte_offset	byte_len	rt_start	rt_end	rt_strand
PM_RVT-AbiK_4	m03	RVT-AbiK	JAAZQF010000008.1:16946-18637:-	859b931de7861569cda8a68f5f805c6b2b1c5881fbdb20362a0e3390c4f727f5	2878a5a9d1111d42349ea1bdcf35957ab5d01fe6ab6e0662a12da439476da231	master_RVT-AbiK_merged_oriented.jsonl	20708246	33018	16946	18637	-
PM_RVT-AbiK_4	m04	RVT-AbiK	JAZQRA010000112.1:384-2075:-	8014396d74f300bd2c76a834121a9e3eeda4da1d1c6028608885dcd38851fbcc	8014396d74f300bd2c76a834121a9e3eeda4da1d1c6028608885dcd38851fbcc	master_RVT-AbiK_merged_oriented.jsonl	228322940	19600	384	2075	-
PM_RVT-AbiK_4	m05	RVT-AbiK	DGLF01000033.1:66284-67669:+	dfee70433de492f899e278fa9730f0b33b4a606ce5c179a7e1f24d280c4e7b25	dfee70433de492f899e278fa9730f0b33b4a606ce5c179a7e1f24d280c4e7b25	master_RVT-AbiK_merged_oriented.jsonl	33518493	35459	66284	67669	+
PM_RVT-AbiK_5	m00	RVT-AbiK	CP129006.1:519015-520709:+	00f840458065bdbcab335fb1012aa1181e33489f9099a8bc6e7955f69bd379be	00f840458065bdbcab335fb1012aa1181e33489f9099a8bc6e7955f69bd379be	master_RVT-AbiK_merged_oriented.jsonl	28477163	35562	519015	520709	+
PM_RVT-AbiK_5	m01	RVT-AbiK	JBPWAO010000026.1:54580-56283:-	330b09efce33563dc6490c742dd4ea1ca8a803af6dea1ca1988a912286932cea	6793645fc286edcb7b9d50c7031fbc0769f2537c46e13ef22edcd3417853d9ea	master_RVT-AbiK_merged_oriented.jsonl	232002593	33960	54580	56283	-
PM_RVT-AbiK_5	m02	RVT-AbiK	JBHUHQ010000038.1:1324-3039:-	008b7d0e9a11a2a85524043e72148e46334ad5782263f14fff028db5944d89dd	008b7d0e9a11a2a85524043e72148e46334ad5782263f14fff028db5944d89dd	master_RVT-AbiK_merged_oriented.jsonl	230838312	20530	1324	3039	-
PM_RVT-AbiK_5	m03	RVT-AbiK	JACSMZ010000001.1:1378616-1380313:-	3358dbcf807d577da09461010d13640a01d5a2838bff67b72b8cbf8134d1e423	3358dbcf807d577da09461010d13640a01d5a2838bff67b72b8cbf8134d1e423	master_RVT-AbiK_merged_oriented.jsonl	66240066	34570	1378616	1380313	-
PM_RVT-AbiK_5	m04	RVT-AbiK	JBNIMG010000052.1:5174-6853:-	64103cab19eb9a7a5d390fe3ecca75e50d5c760a06d33d6070836856fb17fbed	64103cab19eb9a7a5d390fe3ecca75e50d5c760a06d33d6070836856fb17fbed	master_RVT-AbiK_merged_oriented.jsonl	220393732	26773	5174	6853	-
PM_RVT-AbiK_5	m05	RVT-AbiK	CAXUQN020000001.1:622646-624361:+	2173e2366856ba89e35b39f8ccd3492e7b6001b4cb429bf39cfb7ab34d071e70	2173e2366856ba89e35b39f8ccd3492e7b6001b4cb429bf39cfb7ab34d071e70	master_RVT-AbiK_merged_oriented.jsonl	231936164	32332	622646	624361	+
PM_RVT-AbiK_5	m06	RVT-AbiK	JAOPJE010000090.1:142193-143902:-	d49d565a614c7cc41dae1b3776a560e4dfcbdc8dccd253613e70b513985ae24d	d49d565a614c7cc41dae1b3776a560e4dfcbdc8dccd253613e70b513985ae24d	master_RVT-AbiK_merged_oriented.jsonl	230607702	35650	142193	143902	-
PM_RVT-AbiK_5	m07	RVT-AbiK	NVHT01000031.1:270671-272362:+	1e325397030a604061a2963bb0350b2f84e215ad102fd2cee104d0748a70c77d	1e325397030a604061a2963bb0350b2f84e215ad102fd2cee104d0748a70c77d	master_RVT-AbiK_merged_oriented.jsonl	34241286	33236	270671	272362	+
PM_RVT-AbiK_5	m08	RVT-AbiK	CP096408.1:125535-127220:+	a515429cfbea7d30f0b2307731264e55eda40fe1d638c0072b182aba97f73c29	a515429cfbea7d30f0b2307731264e55eda40fe1d638c0072b182aba97f73c29	master_RVT-AbiK_merged_oriented.jsonl	43460314	32475	125535	127220	+
PM_RVT-AbiK_5	m09	RVT-AbiK	JAQQWU010000006.1:239073-240770:+	506a8b1fa9ef56a03feabdfcf20f660ad6a5b20bfb3029061958c554d2bd06e2	506a8b1fa9ef56a03feabdfcf20f660ad6a5b20bfb3029061958c554d2bd06e2	master_RVT-AbiK_merged_oriented.jsonl	32184053	24051	239073	240770	+
PM_RVT-AbiK_5	m10	RVT-AbiK	KK211188.1:119662-121368:+	4108a9df6e991bc5b72b99d22eab9c2b4144b2e13fe2f31e38e7c882cd56bc34	4108a9df6e991bc5b72b99d22eab9c2b4144b2e13fe2f31e38e7c882cd56bc34	master_RVT-AbiK_merged_oriented.jsonl	64455685	32713	119662	121368	+
PM_RVT-AbiK_5	m11	RVT-AbiK	JAZDQE010000007.1:161698-163401:+	730582fe2b9e690a07fc406371e3739f0370ce3165eb21f700830af3dcc7e8eb	730582fe2b9e690a07fc406371e3739f0370ce3165eb21f700830af3dcc7e8eb	master_RVT-AbiK_merged_oriented.jsonl	20120057	30698	161698	163401	+
PM_RVT-AbiK_6	m00	RVT-AbiK	DAKFWK010000004.1:104761-106593:+	b5917a32278aa6515a1ded6afff71414f909c92646510815fe10096f9003dbc0	205698539f81bb5167eef44fdedb67beccbbe64256098f621210a9bfab6c4fa9	master_RVT-AbiK_merged_oriented.jsonl	91812524	32178	104761	106593	+
PM_RVT-AbiK_6	m01	RVT-AbiK	JBEJGS010000005.1:121977-123773:-	f2aa5bcb4e415b52e2bb0406e8464fdc661e894675b55c2feb151df3dd9c92d1	f2aa5bcb4e415b52e2bb0406e8464fdc661e894675b55c2feb151df3dd9c92d1	master_RVT-AbiK_merged_oriented.jsonl	220852277	28236	121977	123773	-
PM_RVT-AbiK_6	m02	RVT-AbiK	JAMWHD010000004.1:121660-123510:+	00feaa780c7252dd10032e3774e65cd4688fc5edf2ca6082f041af4fad5322a1	00feaa780c7252dd10032e3774e65cd4688fc5edf2ca6082f041af4fad5322a1	master_RVT-AbiK_merged_oriented.jsonl	35686709	37185	121660	123510	+
PM_RVT-AbiK_6	m03	RVT-AbiK	CDRMMY010000018.1:20128-22011:-	dbd5631af157e3caf538fbd90324c46cf7ace7d1a70e4060739939fbcb1495bc	dbd5631af157e3caf538fbd90324c46cf7ace7d1a70e4060739939fbcb1495bc	master_RVT-AbiK_merged_oriented.jsonl	225992278	30666	20128	22011	-
PM_RVT-AbiK_6	m04	RVT-AbiK	CP097017.1:1446733-1448571:+	6f71be570ba9acaca13f7592ca352956c440db09db6bd8d775e0b6a38555fd7b	6f71be570ba9acaca13f7592ca352956c440db09db6bd8d775e0b6a38555fd7b	master_RVT-AbiK_merged_oriented.jsonl	42123166	32152	1446733	1448571	+
PM_RVT-AbiK_6	m05	RVT-AbiK	JAINNL010000006.1:40637-42469:-	3e0b070252996f4cb888b4911ea2b62c3bbdee6fe8d9504216304b658c0293a2	0a8f001799e6c89b207e73f088ac916d310aaaab29122b4dcae5761cd8e11e0d	master_RVT-AbiK_merged_oriented.jsonl	52815159	35155	40637	42469	-
PM_RVT-AbiK_6	m06	RVT-AbiK	ABZICS010000010.1:899-2728:-	c2721f0875690d4a4d0713e4c14d109027f4bdf98926d9c15a3213b76acf5128	c2721f0875690d4a4d0713e4c14d109027f4bdf98926d9c15a3213b76acf5128	master_RVT-AbiK_merged_oriented.jsonl	219361743	22417	899	2728	-
PM_RVT-AbiK_6	m07	RVT-AbiK	CAMSBH010000001.1:330918-332741:-	7789b3018e537737f15da0840a355722e326dd752a82196225e1e1338cf0f559	7789b3018e537737f15da0840a355722e326dd752a82196225e1e1338cf0f559	master_RVT-AbiK_merged_oriented.jsonl	225742142	36325	330918	332741	-
PM_RVT-AbiK_6	m08	RVT-AbiK	JAPJWB010000001.1:457024-458808:-	5a0a36ba0520fe1304157a01e24f3b58b2de0263a8ea8d5537940e248aa6befd	5a0a36ba0520fe1304157a01e24f3b58b2de0263a8ea8d5537940e248aa6befd	master_RVT-AbiK_merged_oriented.jsonl	62297804	36111	457024	458808	-
PM_RVT-AbiK_6	m09	RVT-AbiK	3300006319.a:Ga0099581_103595:1058-2869:-	594ea611cae5f53145fc835bf2ae204946e01bf468fd09752ec18df662f6f317	594ea611cae5f53145fc835bf2ae204946e01bf468fd09752ec18df662f6f317	master_RVT-AbiK_merged_oriented.jsonl	232349064	11855	1058	2869	-
PM_RVT-AbiK_7	m00	RVT-AbiK	DARIEP010000072.1:2-733:-	414ac96242b624185d9dc744ebfad17e0f1cdcff2d3d1d2be1b7728238b2f9f7	abd17ac652daea2c1a3101de40063f8c1450e23248f4b9eccd60fc1d05fcca88	master_RVT-AbiK_merged_oriented.jsonl	158865885	12387	2	733	-
PM_RVT-AbiK_7	m01	RVT-AbiK	JAPSWB010000022.1:13156-13923:-	d0c93854ee848a68f0842d36eb5f95c7d31109aaeebef142e970ba173e5a549b	699677d61524d35ba012322a4aa99286a053e0ba5db761573c1cf3545faf6be6	master_RVT-AbiK_merged_oriented.jsonl	30002445	32724	13156	13923	-
PM_RVT-AbiK_7	m02	RVT-AbiK	CP171384.1:9085-9990:+	bb691405eafe4e4efdc7ccf84c577b8204cbff5dde07939dd15e925dd1cf9936	12ca01cc0a613bc9acaf18aa3c5ac9ee10fee37efb85b36b0a02d8700afbd338	master_RVT-AbiK_merged_oriented.jsonl	40868594	31817	9085	9990	+
PM_RVT-AbiK_7	m03	RVT-AbiK	JBSMVO010000024.1:45-974:-	7e4deb4be165603baa87c2943dd28c4005889c09bebd5bbf4c221289b82b1c73	7e4deb4be165603baa87c2943dd28c4005889c09bebd5bbf4c221289b82b1c73	master_RVT-AbiK_merged_oriented.jsonl	225694085	18082	45	974	-
PM_RVT-AbiK_7	m04	RVT-AbiK	JARVJI010000003.1:17761-18408:-	4956c6c56aa8f1b3c5bfd5e8201220cd76773ad7eccc1af8a5865ee7f5283bb6	4956c6c56aa8f1b3c5bfd5e8201220cd76773ad7eccc1af8a5865ee7f5283bb6	master_RVT-AbiK_merged_oriented.jsonl	28870841	34337	17761	18408	-
PM_RVT-AbiK_7	m05	RVT-AbiK	OZ061332.1:1106476-1107360:+	cd6c57bd6724c68b7b19e115579dafb5fc56babdf9370c714e53006c23ae8bd2	03fa72b24ab393b5794a59c11e86cda25f6c20dd3ca84315521546ab147ffe57	master_RVT-AbiK_merged_oriented.jsonl	41995073	33220	1106476	1107360	+
PM_RVT-AbiK_7	m06	RVT-AbiK	DBGSMG010000030.1:4172-4987:+	f19a3ee722820a76999e266d6fcc10c196556ca38c376d137eb2f9f02df8f761	ea6daac0f3f7cb0f5199e54222211333c759e252136bf8b985163ee3b17fa523	master_RVT-AbiK_merged_oriented.jsonl	184380250	27234	4172	4987	+
PM_RVT-AbiK_7	m07	RVT-AbiK	JARDBM010000044.1:9830-10513:+	8f20e0dd8bde46f3f6056a07a42a6a226138e2cfecce01b39a805746afbb55ff	8f20e0dd8bde46f3f6056a07a42a6a226138e2cfecce01b39a805746afbb55ff	master_RVT-AbiK_merged_oriented.jsonl	211683105	15391	9830	10513	+
PM_RVT-AbiK_8	m00	RVT-AbiK	VRHF01000012.1:2-1054:-	2d672c2bdb536a499e361442bac7102a67566015c06340dd8d33ff4ad54b3555	8358cbdfde2e6a3423c6d2efa6351d04ffa8f641f95883d95ffda0dfdafcf743	master_RVT-AbiK_merged_oriented.jsonl	208567857	18154	2	1054	-
PM_RVT-AbiK_8	m01	RVT-AbiK	JAOTMC010000013.1:20340-21173:+	15f54cea21da8837ed3ffb0de0b3e0af665c72e5497e3c0fb8bc39177f092403	647ed2581483513efcb399539c312befd88fb68302f017e782c5117479e0df29	master_RVT-AbiK_merged_oriented.jsonl	24373670	34336	20340	21173	+
PM_RVT-AbiK_8	m02	RVT-AbiK	JAKYXV010000018.1:3012-3830:-	76d8c40b8f2647f72aeac1178a0ca394e06ad5c4720f6557f976931b702560df	ea6daac0f3f7cb0f5199e54222211333c759e252136bf8b985163ee3b17fa523	master_RVT-AbiK_merged_oriented.jsonl	82983039	23491	3012	3830	-
PM_RVT-AbiK_8	m03	RVT-AbiK	VDTM01000004.1:61565-62662:-	5ae5eeda30c67ca3a9bf27eedbf837ee4b6fa5fe978a13138be0381bc4056ce2	5ae5eeda30c67ca3a9bf27eedbf837ee4b6fa5fe978a13138be0381bc4056ce2	master_RVT-AbiK_merged_oriented.jsonl	36365661	29452	61565	62662	-
PM_RVT-AbiK_8	m04	RVT-AbiK	CAJCGQ010000066.1:3476-4321:+	d095c6bebcbad9b93cc1808d5d58be6a18d923fc459834b84f04ad3b805b336e	d095c6bebcbad9b93cc1808d5d58be6a18d923fc459834b84f04ad3b805b336e	master_RVT-AbiK_merged_oriented.jsonl	32584631	9210	3476	4321	+
PM_RVT-AbiK_8	m05	RVT-AbiK	CP102074.1:3-899:-	9bb9ae979aed3119069928106ec93a344913cf0b4ba42340d20749f6f1bbafcf	9bb9ae979aed3119069928106ec93a344913cf0b4ba42340d20749f6f1bbafcf	master_RVT-AbiK_merged_oriented.jsonl	38763062	18551	3	899	-
PM_RVT-AbiK_8	m06	RVT-AbiK	DAMOIX010000021.1:8127-9899:+	9428b764e148e92b25ce7cd88ddbe7df537a961c88712a35a26f2c91f8ac3b5b	2b437386447c8dd3bd216888ba89cc2a1103045cf91357dab3b9209ccdfab685	master_RVT-AbiK_merged_oriented.jsonl	126765616	31520	8127	9899	+
PM_RVT-AbiK_8	m07	RVT-AbiK	LNMZ01000032.1:17698-18600:-	bb4ee086dd4790f97015d14b7959a72dfcee129962f31f8d1ed93f500f2eec61	6623995054d11b69663f205ef446b64bb9e78652525d683bd21581ed17888643	master_RVT-AbiK_merged_oriented.jsonl	29010333	28249	17698	18600	-
PM_RVT-AbiP2_1	m00	RVT-AbiP2	JADLAX010000012.1:27079-28575:-	bcade02761f21ea1b7067fdcfb574be18524859c891a34d94e81e2b098032534	bcade02761f21ea1b7067fdcfb574be18524859c891a34d94e81e2b098032534	master_RVT-AbiP2_merged_oriented.jsonl	1075881863	34256	27079	28575	-
PM_RVT-AbiP2_1	m01	RVT-AbiP2	CAWTAN010000104.1:61-1560:-	0151e3c62c9780f9a8aa54625c73d703e74d75df1493290dd810ee9497ce59fa	2380cf68a538c97feb074685978d2f672918fdc5d65e6c788e23dd4ccfeb5266	master_RVT-AbiP2_merged_oriented.jsonl	539394038	10060	61	1560	-
PM_RVT-AbiP2_1	m02	RVT-AbiP2	JAGK01000054.1:20045-21364:+	8681a4e208b2f8373f1e91d5bdbae7a3145bc2d7dd1c9fbc54956dfd679bb82a	e5fcd968dc9e635c06cc77faa21b900b367202f768c099620f6fa7d04d3aba8c	master_RVT-AbiP2_merged_oriented.jsonl	1038487930	19948	20045	21364	+
PM_RVT-AbiP2_1	m03	RVT-AbiP2	CP049730.1:4929163-4930659:+	bb2362ac0215ff3ab9047dda3c854c7a5484da7a661d813b2c65486adc528583	bb2362ac0215ff3ab9047dda3c854c7a5484da7a661d813b2c65486adc528583	master_RVT-AbiP2_merged_oriented.jsonl	82537942	32485	4929163	4930659	+
PM_RVT-AbiP2_1	m04	RVT-AbiP2	JADQEE010000034.1:3411-4910:+	b9264ce08d032bd971852d2205f2db529e6af28144b9c91a1c0aeaf43e02d406	f6baccc74b6c24b78b6d5fc53410b81b32931c9549252115d7a9ba074906c59f	master_RVT-AbiP2_merged_oriented.jsonl	539458646	15643	3411	4910	+
PM_RVT-AbiP2_1	m05	RVT-AbiP2	JAJFHU010000034.1:16534-18039:-	ba7dc685db8c878b60ae0b4b1004c491cc5e98b5ea8aa564e7ad69c0a4327483	ba7dc685db8c878b60ae0b4b1004c491cc5e98b5ea8aa564e7ad69c0a4327483	master_RVT-AbiP2_merged_oriented.jsonl	1065982534	33285	16534	18039	-
PM_RVT-AbiP2_1	m06	RVT-AbiP2	JAOSJY010000001.1:1016776-1018275:-	051e2e0ba006b7262a7c3ee8e64845a4e4f0fa82aae61fb6ddde53fe979aa857	051e2e0ba006b7262a7c3ee8e64845a4e4f0fa82aae61fb6ddde53fe979aa857	master_RVT-AbiP2_merged_oriented.jsonl	359090390	31399	1016776	1018275	-
PM_RVT-AbiP2_1	m07	RVT-AbiP2	CP058350.1:1965937-1967433:-	04089abb499397fea824aae376fb4894a68821c751387f07802107a93eb6afa9	2f1ba587591dccfaaf46cd62ef4949068ca0978dfe69d4cfeacb57a6d9a69ca7	master_RVT-AbiP2_merged_oriented.jsonl	269295858	35852	1965937	1967433	-
PM_RVT-AbiP2_1	m08	RVT-AbiP2	UBLT01000013.1:5658-7154:+	da21867e9285d0ff42cea0a311879ab5e78a3345175ade3357f954170c1d381f	3684a544f92951560dd28eeadb3ef8675db47a30ef1a0df01af36dd6572f88b4	master_RVT-AbiP2_merged_oriented.jsonl	4976404	27295	5658	7154	+
PM_RVT-AbiP2_1	m09	RVT-AbiP2	MGYG000472372_5:56036-57547:+	be69c8574fb3a148f048e773c521be75aa7bf28a9db4ee384914d622219c2964	be69c8574fb3a148f048e773c521be75aa7bf28a9db4ee384914d622219c2964	master_RVT-AbiP2_merged_oriented.jsonl	236015645	32997	56036	57547	+
PM_RVT-AbiP2_1	m10	RVT-AbiP2	JAPJZE010000001.1:506693-508189:-	54a360ac4ccb7be9040d23ba7e859c8181f03abb5ce41158a3cc04da010b3529	400c1a564c7ad7cf1923298d4bf37eee843a022addc64acf9fac205d730fc0ed	master_RVT-AbiP2_merged_oriented.jsonl	536684370	31823	506693	508189	-
PM_RVT-AbiP2_1	m11	RVT-AbiP2	DAIEJO010000006.1:159427-160923:-	78da19fc0e58a5385b8637fc691d34f2ca8b60fccdbfe8748b364c287d01b2bf	78da19fc0e58a5385b8637fc691d34f2ca8b60fccdbfe8748b364c287d01b2bf	master_RVT-AbiP2_merged_oriented.jsonl	346945531	32368	159427	160923	-
PM_RVT-AbiP2_1	m12	RVT-AbiP2	JAFGFS010000055.1:11463-13001:+	2ab55bbd06a07bb201bf1f4901af5cb1ea107ac9fcf8daf745a544451816e5b2	2ab55bbd06a07bb201bf1f4901af5cb1ea107ac9fcf8daf745a544451816e5b2	master_RVT-AbiP2_merged_oriented.jsonl	1081973540	18780	11463	13001	+
PM_RVT-AbiP2_1	m13	RVT-AbiP2	AZMQ01000356.1:4440-5483:+	725db331ad123e5b84f1ffdf5217604cb552d59d986e594db9f91ba1ad59639e	725db331ad123e5b84f1ffdf5217604cb552d59d986e594db9f91ba1ad59639e	master_RVT-AbiP2_merged_oriented.jsonl	339473933	12516	4440	5483	+
PM_RVT-AbiP2_1	m14	RVT-AbiP2	JBNKDW010000663.1:70-1566:-	f068141bf8fba450234af2ad773712f048e90ac15b18c0d091ba7c5b1a20e5cd	f068141bf8fba450234af2ad773712f048e90ac15b18c0d091ba7c5b1a20e5cd	master_RVT-AbiP2_merged_oriented.jsonl	361865102	9848	70	1566	-
PM_RVT-AbiP2_1	m15	RVT-AbiP2	JABUYZ010000011.1:67776-69272:+	356de9e0a58270450b388c7563c6200d5d3f4ce66e187bad84f4320c30d72005	6d88a0981ba079a6977fffe06497c654bc0e844f76bd635e7d79184a005a869b	master_RVT-AbiP2_merged_oriented.jsonl	1089228217	34222	67776	69272	+
