path	role	sha256	note
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG11.fst	read_only_source	f3a23eb2cf1b61b1bc814bc2bad4088b43fcd94c4bd8af4e343097a2abcbdd7c	2996 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG12.fst	read_only_source	058f3a23dbce71a64ffd2f606b1f69286908d2e96e634fdabed01c09c110412c	9058 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG13.fst	read_only_source	b5ba7b6471fec5f74688d1253f61394c1fe246db0f599aae8b41cdaea794ac33	4874 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG14.fst	read_only_source	d06f10290acdc0d82196ef4c59e0b980d0edff092ec47e963d7b4b4d6b736741	2474 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG15.fst	read_only_source	a8d779816aca5560797862614dc2c578537158d667f333842942b0e215048310	8355 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG16.fst	read_only_source	8e835ce54eced84f98a0c0ec4f578ecabca4ecf618cf6d87f61dd3cc1e273d94	3440 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG17.fst	read_only_source	3a85d7752782fcac49cb23529c945660a36ba9a0753a9e64dae0c20f77acf5ea	20426 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG18.fst	read_only_source	03aae0aaf3bf97f21f8a806b3122b1bf8b710ed4b95e45b1658fe148f9089302	2068 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG19.fst	read_only_source	8fe70eb670cd9d03b69313c00154174ba3daad38dbaeb7f2cb856757cca368cf	4542 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG1.fst	read_only_source	0cd177065a47115156c179d5c64d33e16d32f64cfaa8bdbbaf8988964dcb1bc5	8290 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG20.fst	read_only_source	f60338f399c2acdfa67f14bbae58e19bd195aeb22492942f6ccada3f2ca39316	1959 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG21.fst	read_only_source	ec260d0046ac552aa83879fa97754fb6094df7ae0a84b995c1e1d2459f615e34	4013 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG22.fst	read_only_source	132987d4c34b94cf8effea4dc554676b26eb8bd9a57b1f46da5fd2b0e268118b	2686 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG23.fst	read_only_source	719342be654c4fa39571bfa09408d5035638450765bc1c2183c6ca69ee692fde	3061 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG24.fst	read_only_source	ddc9436d8f2a83593e15cd3004e33188fde4c5fd41f66871620d7ab10383a7ef	2465 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG25.fst	read_only_source	8a31e3c90af66bc11861c736535c85375bfea90d382d1cb6c82ab2835739f533	6209 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG26.fst	read_only_source	f55825e229f80acdfe6c8a3a3badb8feafadafdbeacd79e8d5bb75407b7977db	3988 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG27.fst	read_only_source	d5bf2446200c0172bc67e0f4f122faabf1d3a89947cddc5d29634e91c2eaa0a4	2251 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG28b.fst	read_only_source	8f813dd888a151929853161d334c5238e1af91c812ceeae98fb1fc2fe7c9a81d	4582 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG28.fst	read_only_source	0c156c57c7e63a5bc1974409235f4f9b8794da6b423da7e5c5f2f5e84ccf5596	4976 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG2.fst	read_only_source	dcd0052e11d5a441311552d3ced66f1aa3c4f5f5f51a7c3dc9efb0f0b5c55e2b	8604 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG3.fst	read_only_source	923a0b8fe844464dae2836b38a37b98c42897551579eff2ec05d486fe393feb0	22477 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG4.fst	read_only_source	70a214f0806076144e50c8e4df83ede75cd602ca1719ff19937386acf3b3d5af	9839 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG5.fst	read_only_source	3aff93cab3520bf2a6be528bff4d45e4678cf31ec4f464e8e344f8688c885363	19565 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG6.fst	read_only_source	ae713ce1c6d8a0a2b689dbf38ed75e47a21356eb2eab8c70e9be0ef305f11c9a	1666 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG7.fst	read_only_source	4cb2b55df99a4dd4efc977e9afb36d3660eda560f6654da54d12f94c14f85f38	18010 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG8.fst	read_only_source	b798ef441a8568db6d36d48932963e0bb67b83d5d9c158dc88248c55484308fc	18022 bytes
/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-UG9.fst	read_only_source	eec325910da6ff1eba955fb477789c3119b65f875c7a91c0c33beb36accce718	4357 bytes
