buffington_id	rt_len_stripped	rt_raw_sha256	rt_stopstripped_sha256	msr_len	msr_forward_sha256	msr_revcomp_sha256
NRT-11	319	d22da5edf325715559d190a89691681e6dbecd368e57883cb3c89db96c83900b	b1046636add6174d92e2534a496c39c0e05cdf0f49c7185a760e3e1db222338f	191	fb8eff9c25294d30a0b3154f587320f329289f7e0f8f9256a2a234bf31e8ab57	4170c2e643319bec9f836dfb1c92f7763adf93ae102bb8eb3242714fdbd83e43
NRT-12	312	0c38399efc6d18a31d5d0e90189fce3e88440175cf12cba9f370c36135426adf	3a15fa92b81eec2e57663da65b484134baac77b3743c3baacdb977fc0dc4e59a	309	9ecd469e744bd6b99cb95a706d654fa0a5f04a4d9e07e16e715d20133a31052a	75a69cadd3bfde4f05e769ebd1a8630d41df532263633a01975ebdd407c99a8d
NRT-13	221	2b58e87c411654acef3f9ff220ee3c95c0b7a124c4992d935b6cc330538287a2	6e9971b124f4ca3d3a78cf33f9aa4d0cd7fc09446f9423c06e1cde9a102b3978	153	7c7ac951a9f6427e4ada252d9b49dc986f719cb3bdc7b26d1ace7cb0d14756ec	e70c430941989298650606f020eca63c0f3fc2d52e1a71afb152fcecc930ec7e
NRT-14	617	bfe33ebf3cc2e420ab47d2adf02ccefb030668e68ddc59cef238e1d5c8e3589c	aef6831060712a2f0af7526d7d48900222d5c936799ff38c3c8ae2c5190cefed	363	e2c8419d427be49228dbbe4ae751629ea632bebefbe12c298d1a8d5b8a249670	34437aeb394b667ea2fb63e2bb19097bf1ceabf534177e1e43e0b2998fc67604
NRT-15	237	2029fe0be39e74d06aeb8a481992fe59c0c75295dd4041d951bab19e160cdeb7	95d4f44237fee8dcbd212ca8497e0273a79c7921643ef57a6540b3f241f2fc4a	332	fbd1e59d95878c32c80ca59e19d5143339c7e03b6d7ec344844c8e43c79fd2bc	686d93a2102ddacf3ef534125adc2961dfd9912b229fdda42393ba796d28b62c
NRT-16	252	0b8a8762f8b326c6af11bb4c217192cf73fe170c3ad39eb6135bfb7e558a0350	d6e0983199960d8b6c66b4afc95da18ebae882bb8f75bc56de1347509684e627	165	2d8fe98f37b9b6ff7677b79a704a507fbccfde4c2fd792b010293e5539e3559c	312885bdd464a72a68b567fd09d1556151da93662d3667129d2953cabb73f219
NRT-17	289	bb7d331e5fe5e01ecea8016e640cb2b3bb31c006e108b417e313d10432de3d6c	171cf24bdb7cd2ede7a750f6ed6d3139fd6861773b14775c69b4e1530074fc22	276	325eca268c8854d47e355f3a4f368aeedfa5645b1f0c6cedb11e7ec17a5d3bd2	475353f17e15e3ad45a5612c2c391de40b9446f585e66c4a04d9befaefb60cc7
NRT-18	335	e7ea364dd078ddfada354cdee7182fdf5619e16067781c4d79a497607438e153	94b3424a2145e343b3acc644dc353778b1df7ad9ff12d1d2334855445534ce41	157	eff41ee0068f360f76670cc5f973b121caf73f2361859976a1ab91a50d6da912	ab0fbe3eb648dd0b715c529c58c9f6b4ed1a3c9b1d06bd7f1b189e0bd7c28a93
NRT-19	341	46ec4d8669236a17448dcdf9ffd143af2504068789d24b3fdb53f96ca15bc666	a8b33d559c3e22363302cabcff116bc758d82c82003b051b0bcb4b366fc36d33	169	e11b6e4fa3c3c2dc8de5405b40c291b95557b7e534ba40521582d69b2e9bdcab	81352707f536c833cf8ff726c05400c611a1e7a3c9d9bbbf1dd2417f6584261d
NRT-20	236	ccc2688db88102f02be3ad1ce23a089cbaae8b7315c0df339a98d4addba4e23b	6545975072de2dd3699f02d3b13155d0f810133ae9b1f9ca37479e333280908c	162	ebfbd866b8b71e2ea379de19e12fe026061f496635c36f8146872fc8b4859be2	8fb48b04d9851def8e26a63b1e65db1b1aba92b4c1c2249a265330b59a6a53eb
NRT-21	481	94bf7e1a942758072a8a9562683b2beba09eeb34eb651f076450c737e2798a82	19d7967b981005218367ca1ce9159fe2333c90a5a99dea81daf75a53e7c91f13	229	87d998a42175601c9022344657a28ed9adf8fd8eaed4f24567fff4ec8ae268c7	a98113002d11d551f49a73fd204742a0d3027b9ffed939cc7662424b9ff3532d
NRT-22	319	13944ec752f361958db5befafa34f04e92e72ea7fea150e6b7789d174cd35eee	c24729a8888d8c82351b4fb99cdb0bb4c3a6d42f341fb2771986be552b071649	182	860c65496e943d2ac4036194960716d1868aef07f7e65f8702143bc56115bcdd	00d7b24183bc96ab16cef76516c788be8bbd38eb891fe75ba6dd47a15fa91f49
NRT-23	486	53434d9a005d9ce0a0c21080df02cd76b5fae12cad257d280f5ec3297721ffab	9def83dd2a01e16496560edcd9c600bdab3a8ebfa8e577d81630295148f82e98	153	696855b8ed3425b26d74dd9db18cb4d352c114b1ba4364101640cc5a64c48b3d	177547ece45929f78ccb44759d7547a27e80c085afc81fd27af49e4864da1f2c
NRT-24	316	713ba4a452c9439dc66cee048c280555ccf6a671fee1387cf4492d8d68a31371	3631c7e7afb6190f2dd1a641d1ae3d7a8163e5568d06ee95abee70b181b4042f	151	bd899e6d29042548591d3f7f762bd285613c1cff7d66cc536ed98c62db82cf09	fa764e4abd0e5f08068e420d82b4e5dfd3e75025d0a5a04cb8723fba13481672
NRT-25	324	7e144513e175e4539f811438e8b189d114b3d6b6a959ae2f94edeb05bff1b16b	e977f0a1d94aee4fa68d1668e3d9336fcde3c5a3c6e94dc6e672e49a0bd2c845	313	d14134bf0129b2ec83c618ae894c3d09feb73819bf7ab1a5cf16db5b68673d64	ab2b23755f47b842c16c5b8131b2aaffaf2244a5483dee51ad882084d00f1ec2
NRT-26	283	69aaea4274c66c3ae44743731c73168503192265b9264657b3492a14d14b95fe	a77eca684cb2da18a9dcdf23cd8bac883ef0a894c460e004006d16b3b14e3b07	182	6a4cf63484cc381066fc56deeffbefab109930490b9bee7951509ac0ee058fe9	c632a020342b1d1587f633c3d4c290e57a1c0291483c13f4df58d03d1c917637
NRT-27	326	38a4d06f8357c1b53980c94235fa1982bd092d839252dc041bb5e29384aae9d3	a1612f8364152178e088f98caa0663b9ce1f04923fcb5cba58e1ed7e1da0664a	136	ad71aa832c8c1c8e9e6b31981c802742f70e373bb5da004095fb0c16f84742a0	43cef09ab4ace967e86086a83160bb24b5c00c26729415e64902963a0f7d50a5
NRT-28	319	5bdb460270cf54f8ff7565b580ccddc428a8b0e145713a89937b64fee956cd40	2d927e5f506597ee9b2265a8627dde510bc19c8aa47eca012448afcb8433739c	195	e8f6066a84df31528c832e4017501d81e129800e2197ab740697de4adc643a7b	5aebef351b9c1c822af376ca86c519f8ebc72947879bc043126c737f706efcac
NRT-29	411	7ff0c6c52027f7f3b67e4643ba6bc9faf132dcdea9e1cc67ff8be32421f335b1	aee23c3dd2b2f9433b28d926044a6cc92210e01ab530063b8bd394e9f314d0d0	268	04ba404b6fc71af47f76242c21abc6552f85cd1e694030526617cb9536739776	dc0f898adee9beb8aec9bd853fe62432f9e608634ca14908ce1389323035cda0
NRT-30	301	85af97c7928f096c082d98af0b937f3cfa26419e04f07c44fe3859736e2eb12f	84a7b2d2c1feede6003d4fe5780200fedf3d86fd51776d01cd2592d8e9d645a3	215	6c9d3446209075bd265862253b28f257a5c393915aab0a1b2030133c40f1f198	037de56e56b46d2aca564d6da0e49058919d66588fa415a10b194263d53b13d7
NRT-31	310	eb70b7d21b1eb1837056706c6f84875910fb498620c15b50fa911ec73b342520	9e2a903d3345abd784f09f82a674f80e36343e265a50cdf4ac6f7f7b2c48764a	155	466bb889db2da1823ce581331efe81859fdf9919e0c2055641d8facdb71de2b8	f116692f8475eb50f20f24e23cba74ac9c58e2043b11f197627aba5aa13532bc
NRT-32	298	768a51a1c408205ce516915b2031022820e875f9959f169343fa7db214cc7b66	b7c587d656e87a6efd4ce5a34bac0c261b2862349523b71a28f34e8a5d5c3e1c	212	79b8bdb0fa9b234b87e4af64624b62969f687e96886afe81bd54c891d9f5f00d	4a74e2b366925027b853cfa63b46fba8bb9ddfb93f2ecd9e15858a568c3b1bbe
NRT-33	585	8ab5f6ba997b8b6f9e0849f668cf8b8e2e411a6ca7f24f75ba708cb3b5367374	5a377a1d18f23563a1b1a43218af33cba5d9cd480741eb0e774525ee7e29e1b9	131	ff368729dd4e62fd15d18bc406b7996dcbfeb0e76490216fae67bdacab0f20fd	1778824dfb0d0ae4744d43125226a65b5351b55bde44cde78344dedc050beab3
NRT-34	361	400543a98533ef4ea28e76f1c0e6f47579c58ad4b68f370c45d9fafc26c770e9	63aa3b19a5a3a81657c581b550e828dd11fb685e00f5a75527d7919ecd11e842	299	7b5c073c3b9eb0675cea7f5ab3eaae4e1fe8dfef4bf822357576c2ad6cc6b7e2	372d88462b4cc425602c035d43a4d173a55bc938d3b68beb99765bb34514093f
NRT-35	156	011db9dd50033be2abcca145caa78cfd2f2996bfff8ed04aef3701a52e1104db	e7f111533fd66c78c14675bae1c65aa09c4047ac75d294f51a8d92258dda716a	162	ebfbd866b8b71e2ea379de19e12fe026061f496635c36f8146872fc8b4859be2	8fb48b04d9851def8e26a63b1e65db1b1aba92b4c1c2249a265330b59a6a53eb
NRT-36	319	4761fd77b88a945e46afafb9c047fea9e68ea6c00fbf26dd155d8f8184784896	6021fb7852e461a4a0984ef55677d32702d0b290396e0dc58fa647df0a1be505	156	4131d09ac2eed864dcc8fd680c29cedb6fdb733b0b27b78c90f9d8d07525b23e	625898e3ca97a9d711f955e86369a4f69111b9a5926bb0f7e28643d3796b6120
NRT-37	301	9ca598e29454543cd4728d554a5c5bce05a4430ff9c638bf3288e0000ab14c97	547e6779317ff3ed90fe8bde50efa1003e1688336868e943520b734716613b9d	167	0ea03a8d6723197e648bc7f1b220d2c9ab1eddf5ef5dd627225634c38bbb6396	8ed0ae5985eab1cf4403200d9db1ed25d8ef87435ca0958bb4f0e0e3665f2921
NRT-38	298	63f22f2ed6c2ad21a4ee1fde4074fbd671e5184bd65f822c6b5f101396505f12	dd5f3a613cc7736a9fac38e328b7a8e953094e3cf2c4681d78e6a0a5ea38ec6e	167	39f91b198d67f454f4fc40b06f76a881a4f924739b258f8a95e5f6622d1407ea	d2cabf742f90a34d01d96027ad7a7267005f93e401523d0ab8377fb4dc4280aa
NRT-39	319	461d430cba33e04c94ba9a4b52f3c2339efc320b02a543e7b5ce30450689d0c0	4ad5a58beb0db82250f95821f85afde0f0cb7e3b2749f27a1669de7a88452d09	112	eafb70ca46dafee7fac14d5ef68b2ad75ca1a795fe54aedb7c93e14061e15c9e	8e69e0b96653fa48e831379f69ff368793364281544dd46c26e6ca5cbf2b36bb
NRT-40	298	b9f1937cb4f20393ffc0b0fdceed3634f46c3c74432addd97f1808326999b586	70687d391d70fd71c8965106dc749c0f27a78f761445c2e9646778645af71cd7	167	767ea86d2c3f3f3ddd9b74228607ca1949923c003c5d0b2e908469e65a5c932e	09ef6073bcf2d58f22e2f6b5fcdac161125b783140e1aa5ea92c70a2e3c14152
NRT-41	301	ea4ab9f4af24d5e47171aa9654f98c7d221b73b1f3ec6e9ed42b14bf239a29dc	e737e4f39bc8f09ca14f3a1474c56ea4ef7a406ea80403b3bd83f4b5fc82ea29	167	d754e3961c9d8fa0e0299736955d4c702e0ff7c464fa905bbd9a8c6173d3404a	4e761dfc2bd5faf52eee167bb1b1d2165394234353d95aea044c50734bf6d2b0
NRT-42	319	332da60008bcf388358f9d3162691f8cf612fdd8c61088e8e897918db42dfb0d	1e78758e509b9083ea631a7c8030a3f410820879a8492504fc0f0d25f1ede18c	156	ff6b59962dbf08061f5a8ffc735da7dd03821a4b19396ce0098a34719019751f	fdc6e84624d44bb23e4cb7dc053f10f5d92a8655f0ecda73622a631e41d2c312
NRT-43	319	46aaf692669cb4b9ed3e114727991d64ebcaddb24b5e059901074927d73b3e8a	d5e978ca0c8315d3d9de767fa3b1018215a18d2c67b412e56ed30ace64ba1326	169	5735ea961ac8a640a3727fc8996e7e3468753d6cc9f0ede3c1b7e1441b8f71e1	2febbf564f02886c14532553ff9eb0e35d1c5a6fc67fe18d1300994dbc3929fa
NRT-44	322	71498880e273222de45e77a3b2192414f9570bffe19e7500e54b3aee5bc20006	2e6404c2858c000cb779e3732b1f267306bd9ca15709ecaddb2f62b062a53af1	140	d14fc1ca52e49e61dd30594902f8daa30907fc1570be844ad709aba9787b324f	0a28675022d0ce05dcdd076697bbbc97782dce53dab005ca6a3e2f231b45fb0a
NRT-45	319	d91d0d4615dd765017d4349d416cb7c0fa2d3d0cee4d8aa6c0343d14b0fae3a3	2b98c63f54ded05e15c892f82e96da0a7580fe4b3225a622182d3b81baa9246e	169	75fe54449e741bfe15db8f92219fdb4791b7b6f18c2290502b666d5c83128b17	1653bb6b0a7be5cfa5c9afb99ddddbe99038eb300fb992c84f2cd51fa4751dc2
NRT-46	319	f465da5955ebf45453506c099114795ba44d825f04ac351b87cd21df230cb9d0	22cc87e082e73a0d5c23cf89f3265bbde12f5967bd50e23357cabaa975c1edf4	191	294831c90d4e342785bbc07601be6d19e4dd99236693a608a51247e28c46d72f	b03cc6dda532a90cff995135f0903a00e029b3f4537836631d8bfc0d06a506ef
NRT-47	319	7ef74b26722089dbdc45552039d9a0d0c541f2ce04ce3f0456f58d8ea28a12ed	f055873ee6883c6e5a18c4002c1f7d2de1ac60461661efaae6429a77ddc85e27	192	1b9dc10a2aaf6497d4da490995e4d31a8a6d27ebe7eaaa5bee06a6dfe4ed61d0	8672bd654880128aca7e20a3a7376899ec91e02ffdb57fcb0d6ae8a5a0256ad5
NRT-48	187	c648b97b2cc3cae796e0407a2b5acebdd0a6dba17e4fe494704b14abef06dcf4	723973c8f888f6e0f0d58cad71072a21742017438bfbd82af7e0a73165306c61	194	f340fa49ec8e0fbd3636f8d83fe898ef900df66883d5613cd815c8d3fe6e57df	2a3c0d688b81b62a208b733363cbb028a181c137429753d04c01632e73dd186f
NRT-49	319	4667ad89ee998003d94f748ea4061b3141e2a68fb878b9c656cd86e5f1f38440	cd4153098d25ebbc48b9e3b08b52d526a785f5af5cf5c2d3ea918f74be5f5e76	194	cd3c2afe34bc3b319b6cbfe12fdeffbd992ddfc09f06fcab296f85105054ec18	b024c3ab3403b60644a55e3ab8cd3a88df83ea0e51eb10a0e91b2c0e813ae9d4
NRT-50	315	32b1382ddb62c1d49051db75665a5b1eb8235407fe72ae7323e32e804cb604a4	32b1382ddb62c1d49051db75665a5b1eb8235407fe72ae7323e32e804cb604a4	194	f340fa49ec8e0fbd3636f8d83fe898ef900df66883d5613cd815c8d3fe6e57df	2a3c0d688b81b62a208b733363cbb028a181c137429753d04c01632e73dd186f
NRT-51	320	6ffb395ef69b4e959152341bd11e9bb8941d208cf4e05ba135480240885b1f4c	fbdbedbba6c33cc47364de51484aff0a695c07c0339bb34b5cba10d7adecd6bf	193	b2b725834179d58b3af8b99100768b69673dbd740d80adc9ecf5d5b12147f1b9	1188cd46f51e5a09c69d2cc044b84b8187fff9f5469a588b670b88ef5e798fb5
NRT-52	383	8a8ac0fbd8b75c24e5723e03874c032b18a0c405d595556567d76befcd602a03	1aa4c20cf107882ac0a32771921f0d8a68f532af73bce2f862d9ad72dd63e013	194	f340fa49ec8e0fbd3636f8d83fe898ef900df66883d5613cd815c8d3fe6e57df	2a3c0d688b81b62a208b733363cbb028a181c137429753d04c01632e73dd186f
NRT-53	160	38d7137703999903d2e694c07f0c9cadfd69654610d861f6648a31e12f99a755	4917f2bde781d918e1d4e752fadc0759a502cc546bf9eb6ea539c31f1e90a861	194	582aa56f9f29fd0bcafebbfbd4f17034c2a8aa215f89fa9e4507066698b573f7	d7abad0067b62fe858a82a05b39249ca55af0d05684bb69d61e21d8761538bc5
NRT-54	485	b5515614823e1b5e0aae679805b63806e80ed5623ed0801cc947df0c083e382e	7bec581cc1d300c09255b378a857ae58abaecfb4bc7d53e4176b2e9c80c4127a	282	0d6d16c2d9e00ebb15f726392356d8c30052073508da1788565248722966cbde	467021b7b46f436f1329ab9458b2d835d199de7a88564812390c7ac8af622b77
NRT-55	491	73742b2f178c57234c0ee21a81465a3cc24f6526fbc632441dd3819c2d8006f9	feebad7ebeaa5324b0062b01c96aaf75f06a21fb51ebe9bab505d10bd795c8d4	273	8f93272095e0e691c0d0d6f33be6c3cb1abd6ce614123324f53b46405e154aa1	70655bf6d851e258df3e13e6eafde6409889b5a732d7c3a9bcf719e6d3bfde58
NRT-56	483	6c571855bb89f40f4fd8a5e5d38adcf465b5fdb3ac857220874be035dc6c2271	30a427edb5877773963ec3b07db8ee954152ca8b96f9cdacadab2a9c20617357	281	0a95370af9522f61f173a2fd9bfbf6d6e2f96c40cc4ecf97e9c5a3d5f9dd647f	ac73c426b32d3c2402943dba4dd22e628a6b9f0449efa74bcff1c5417f163ebc
NRT-57	485	1e6415316644c4efabeb5b57cd5ade3375a25004b0c6f02f10d023b66f059f9d	0979e9c9fdd1396bb20548ebf1c4b255cf60944ee72d7bb3bb74149f9896c0c0	281	e0b5eac234deeda11219ba88f271d90926eab99a806cba0d1a2bd01e52455c77	a86f240a83aa494324989b83f6db318a3487993bb75ac557ac859786ade4dfd3
NRT-58	481	a2ffb9da9edf7a793c8db3b188702556d3db9385a186bbf8fee8b41bd81cb559	a00623e0ed4352384ff4782fd18dbb97c9b901e757342c2be2bc01bb9a1f7243	277	11803ffd64212cf7354e46dc9249caab2c3754e90fe1afe0065ff945028a0e21	ffaec2ea6ffddba5b404bf9b93382afd8515ec95c4875f51ed04a254e2ec1443
NRT-59	485	becd77c71233e1e3cc811dff4dd875031fc1eff68b372cde3ed7a1e57510db05	1621db7c1bd0092e1383a2eabf606536a0e206d685e51372adf63a5f2ed9ffb0	193	59950b07946a0b9b47686c3da5f26d449b240cd42ea16e8e15bf5ce7fc6dfeae	5b0688f797df936d834b8ace6550dc6e14cebbcf671121cbc038dcb22302d5ba
NRT-60	484	555b3fe51c0e80e3211400d5fd39cb437124b7ad3c86d7fb6056f11def7241af	384f5d23527738fbd15b6645f6e97e0db3ffb169995936bb13e2a0a131e69cc3	279	9317e9cebb21efaa2a77a00565402c0c2a9b142d447f7327a48300e4e78da182	9dc5153ec442d63444368b041c5481157f7e563488ae44b96c1d8f6aaaf31c10
NRT-61	482	ff9582264092eb72549c50e6bcd6d228ca8b6b4c1cddf730d6a383fd64b9734b	04c3c77dbc2895d4ca193a20a118575d79b6d41410baa3ef7c9814f1c3ae8fcf	275	864dbf55aa47389907040b1aba6cb0a8210ac14af34b3763693712e1d3e0ffa1	fb3a1ee3840fa6d8134eb02cffb101de4e9c884dfe8524d3541590b466a78c8e
NRT-62	474	18de678e851c3eee26ad9b732c7a005b61a60d05c0de95e24eab9d8d99d2a861	a4277df6c30016d401c48d0217f7a31764bda7f3c0b91c6129d2f89bf0d859b8	271	f6c61878e3e0c2f4b6223a23f90a006fd9095755cd91686a94afa1d6a222edeb	e7f027edfcf31c4459f89068e9c92604817d41f579ff519c51a039191f6087f5
NRT-63	485	ff595ad9c89d2399beb616fddfacbd03eee5e5155465e323893efddf971acb57	f50b0e87b5c36ad13a4a17906e1c5fe9ef76805ab7608343cc3d6773d4da333c	193	99189cfbb0fcfaecc38a6433367b82a146fc660129d143e2deef7e9c4d5ecabf	04fd8ac958271d7b4c91866aa49f4fe468566958c6035e33d204d073d95229c3
NRT-64	481	1c809de26315e2bca6fc655aebf54d2237a34fe53876aa23c524ff2310cba3c1	8fcfecec3235c4acb9df9ffd1a2d4ca9b9997d44235e36646af671a6c115b26f	265	7324e48d65da815b534db75638a6a905294e49c4e18a64292151d5710a373362	1092177a223f91a36d54a31911630111931a04d36b7a5982e41bbe1c2864445d
NRT-65	486	04afc59e4d9fda823bacbe377553dc67da9a1f0465354535ea72822e29743b51	ac5fd7529c2c76cfb77f27e2089cffa87c14fe19f10cce7c04646999206309ea	279	d002628d9708e78e118f0e9720dfb444ee3cb7eb65b71d9e6cf29db84e546902	a0a43981ce3a1dd2d6d344288e8c0180f7270c7455514e249dc28e7d8de26404
NRT-66	318	b324742bc20f3e8978f0774d7292fc16c056932ec9356768902f542ee53c9323	36ec3f21ed9218e0ceb19edfa6a7284df866da0f600983ed6cc9212a83ff52e1	204	8d43763d017d1b4161acbd5e72aa184f136f0641f9c8de35e9881f30faf6b5a7	00286ac1e422bd1bc52095eba9a8c2039023dad7b19f9241131dc66f3321db6f
NRT-67	316	c17bf1d762deddd47b8e4a461dfb63d107bacba615e21fe0349d7301bfdfe64e	4dab24b348b8b153bbffdda1c8d8f0189fa7ba76e9482aedcf29df2ec68dd555	165	d558808e4479f081ef5bdbab3a7cb47b42021e7f5cc98890df11539cd13278d6	4ad0aa3bba4d9a24c92eeb681bf4273770dbe60aeb74eaa29a47e174a465a762
NRT-68	323	4df6e1b8a483c5192d266a70f2dd8b7f36dd314996c12bdaed731fa1ff000439	e3e61d1d2714a5b5c69af2fd09fbf34f564becc01bc3bd0063d4e338608a4bac	169	193fe400c486de83ba1f953b5c00adbfb8576d7da04f1f17f92f0962c608e2a5	3d1995f4243765628a5e01d772005a9c4fc7e1f9124f6d424e5aac2830d3bb79
NRT-69	211	0da159079695ee8352a5d15a814ba526279ef48b37e4a42c9af599f8ce05eb0f	f715fd979d28e7ead5f2180c1946473ec6ea21804c68be5b4323db023c69b003	163	742195f3401324ca87b5770f9d7bdf2dc6087a5e6f1e05c34da2caffc42c094d	1a33c1bfb3db8c33c06a3c557b6d79d30f27647f2844f0f94c8d75525bec3322
NRT-70	148	08e6b4fd75a0a4f072c9f8d4fc908e8afd6eb93498567608d427dedc11c42d44	cadffe8255ac29b5dd93003d4a5df24320d576d18405e314c5980e50b8aaa82e	125	648f30b67b8bda46f739649889c1cb0d18aaf28b0b99b776938e9cfa4193edbe	7df0c18b5eb3489266aff778e3a92380dd687feec1cfd1a4ff7aa119b6f72465
NRT-71	336	f37311fa40dfca63bd5a1a166ca77bd18deb94773606841d22d2d7a793d0d675	895c36722ae5f616ec2e72a61b9a9e4d957a5486681d64be82c97facabe3f0ff	158	be6020331ad22f8ec6fde0b0d3c704d57b7012d4f5bdef39e7765c6aebbab9d2	0e7d00ef907374e863efded48904b9e7da94781d577ed5a662922ebb6a206e34
NRT-72	106	6b1d4057597fec095a212ed43073600ea421f0f5fd17b07abdf4f0cba3cd3cfa	712d3047bf3d14db8564fb1f83a76142813b3ecf132ce4183683f382bf08c595	158	be6020331ad22f8ec6fde0b0d3c704d57b7012d4f5bdef39e7765c6aebbab9d2	0e7d00ef907374e863efded48904b9e7da94781d577ed5a662922ebb6a206e34
NRT-73	298	63f22f2ed6c2ad21a4ee1fde4074fbd671e5184bd65f822c6b5f101396505f12	dd5f3a613cc7736a9fac38e328b7a8e953094e3cf2c4681d78e6a0a5ea38ec6e	167	39f91b198d67f454f4fc40b06f76a881a4f924739b258f8a95e5f6622d1407ea	d2cabf742f90a34d01d96027ad7a7267005f93e401523d0ab8377fb4dc4280aa
NRT-74	315	40e047bdc6d473dce3b168173aec6c5d0031340c1994395813c756d445e18172	1a4123908c021181749799a9150eb267675d9de24c5fa9eea6fe936aa114b2e2	149	40f8d536d21a0e70e6d0d1006b57a956344ee2cb1106b787a1fadeb55ff242c1	43c5b238353cf6473ac74dbc2e874ccd8718d22bb9f5ff008f303d50aa788e94
NRT-75	331	5cf83bb3ab565b02a95b02a57e8c8a322372296e4071ba640778a85de18ee9f7	31426b3d63b1b348b799a99e5b7b6fe1e638047385b7aa2a15f9e581aef5eb3c	126	60652092413a7e979dd541bf35c557eb21635454b48c98634420621afa6ca4d6	f5a26a607d39f48d56c2ecfdf085fff03ac753053e894e8e7de078ee1f525caa
NRT-76	338	eff67badb7592ef25f87fd5632c9b845b7c325ab9c3b961c6aa347fb1f00d9d4	84033982daaabe172ab290b129afcfc5af79b45a4516f46f2d5bb7b8ae2b34f8	240	2959d95b078f0ca12792cd1e83cf9c80f224da3f822d7089d8234377f54f20ba	e3f88be2f85fba2d54dd7dedabe58da0c615b1b09de216e3c37cdd9289d5233a
